Ref,Val,Package,PosX,PosY,Rot,Side
"C1","1u","C_0805_2012Metric",133.000000,105.750000,270.000000,top
"C2","1u","C_0805_2012Metric",124.250000,141.500000,90.000000,top
"C3","100n","C_0805_2012Metric",90.750000,118.000000,270.000000,top
"C4","100n","C_0805_2012Metric",87.250000,143.500000,0.000000,top
"C5","1u","C_0805_2012Metric",132.250000,85.950000,90.000000,top
"C6","1u","C_0805_2012Metric",129.750000,83.750000,270.000000,top
"C7","1u","C_0805_2012Metric",132.250000,80.750000,90.000000,top
"C8","22u","C_1210_3225Metric",297.800000,132.650000,270.000000,top
"C9","1u","C_0805_2012Metric",129.250000,78.000000,0.000000,top
"C10","100n","C_0805_2012Metric",87.250000,138.500000,0.000000,top
"C11","1u","C_0805_2012Metric",300.750000,132.060000,270.000000,top
"C12","1u","C_0805_2012Metric",132.250000,89.750000,90.000000,top
"C13","1u","C_0805_2012Metric",91.250000,94.250000,0.000000,top
"C14","100n","C_0805_2012Metric",307.670000,131.500000,180.000000,top
"C15","100n","C_0805_2012Metric",101.000000,69.500000,0.000000,top
"C16","100n","C_0805_2012Metric",99.500000,61.250000,0.000000,top
"C17","22u","C_1210_3225Metric",292.890000,127.520000,90.000000,top
"C18","22u","C_1210_3225Metric",300.160000,127.560000,90.000000,top
"C19","22u","C_1210_3225Metric",296.630000,127.530000,90.000000,top
"C20","220u","CP_Elec_10x10",282.400000,126.000000,270.000000,top
"C21","1u","C_0805_2012Metric",227.750000,129.500000,0.000000,top
"C22","100n","C_0805_2012Metric",129.250000,108.500000,270.000000,top
"C23","22u","C_1210_3225Metric",306.250000,55.500000,270.000000,top
"C24","1u","C_0805_2012Metric",284.650000,152.650000,180.000000,top
"C25","22u","C_1210_3225Metric",317.250000,41.000000,180.000000,top
"C26","22u","C_1210_3225Metric",265.500000,120.025000,270.000000,top
"C27","220u","CP_Elec_10x10",314.250000,51.750000,270.000000,top
"C28","220u","CP_Elec_10x10",277.000000,108.000000,270.000000,top
"C29","100n","C_0805_2012Metric",125.000000,112.250000,90.000000,top
"C31","68n","C_1206_3216Metric",320.000000,135.750000,90.000000,top
"C32","DNP","C_1206_3216Metric",254.225000,151.250000,0.000000,top
"C33","22n","C_1206_3216Metric",250.250000,153.775000,90.000000,top
"C34","100n","C_0805_2012Metric",126.500000,94.750000,0.000000,top
"C35","100n","C_0805_2012Metric",31.000000,127.500000,0.000000,top
"C36","100n","C_0805_2012Metric",35.050000,130.000000,180.000000,top
"C37","100n","C_0805_2012Metric",35.050000,135.000000,180.000000,top
"C38","100n","C_0805_2012Metric",35.050000,140.000000,180.000000,top
"C39","100n","C_0805_2012Metric",35.050000,145.000000,180.000000,top
"C40","100n","C_0805_2012Metric",35.000000,150.000000,180.000000,top
"C41","100n","C_0805_2012Metric",39.250000,155.000000,180.000000,top
"C42","100n","C_0805_2012Metric",35.000000,127.500000,180.000000,top
"C43","100n","C_0805_2012Metric",35.050000,132.500000,180.000000,top
"C44","100n","C_0805_2012Metric",35.050000,137.500000,180.000000,top
"C45","100n","C_0805_2012Metric",35.050000,142.500000,180.000000,top
"C46","100n","C_0805_2012Metric",35.000000,147.500000,180.000000,top
"C47","100n","C_0805_2012Metric",35.000000,152.500000,180.000000,top
"C48","100p","C_0805_2012Metric",335.750000,21.500000,0.000000,top
"C49","100n","C_0805_2012Metric",19.000000,129.000000,180.000000,top
"C50","100n","C_0805_2012Metric",6.000000,125.000000,180.000000,top
"C51","1u","C_0805_2012Metric",11.000000,143.250000,0.000000,top
"C52","100p","C_0805_2012Metric",26.400000,22.750000,180.000000,top
"C53","1u","C_0805_2012Metric",10.500000,140.000000,270.000000,top
"C54","1u","C_0805_2012Metric",14.000000,139.250000,270.000000,top
"C55","22n","C_1206_3216Metric",32.500000,7.000000,90.000000,top
"C56","22n","C_1206_3216Metric",29.500000,7.000000,90.000000,top
"C57","100n","C_0805_2012Metric",71.850000,13.250000,90.000000,top
"C58","100n","C_0805_2012Metric",71.850000,21.650000,90.000000,top
"C59","100n","C_0805_2012Metric",71.850000,29.750000,90.000000,top
"C60","100n","C_0805_2012Metric",39.050000,54.250000,270.000000,top
"C61","100n","C_0805_2012Metric",39.050000,46.050000,270.000000,top
"C62","100n","C_0805_2012Metric",39.050000,37.850000,270.000000,top
"C63","100n","C_0805_2012Metric",39.750000,30.000000,180.000000,top
"C64","100n","C_0805_2012Metric",71.850000,17.650000,90.000000,top
"C65","100n","C_0805_2012Metric",71.850000,25.650000,90.000000,top
"C66","100n","C_0805_2012Metric",71.850000,33.850000,90.000000,top
"C67","100n","C_0805_2012Metric",39.050000,50.150000,270.000000,top
"C68","100n","C_0805_2012Metric",39.050000,41.950000,270.000000,top
"C69","100n","C_0805_2012Metric",39.050000,33.550000,270.000000,top
"C70","100n","C_0805_2012Metric",58.000000,33.250000,270.000000,top
"C71","22n","C_1206_3216Metric",36.000000,7.000000,90.000000,top
"C72","22n","C_1206_3216Metric",39.000000,7.000000,90.000000,top
"C73","100n","C_0805_2012Metric",47.250000,22.250000,90.000000,top
"C74","1u","C_0805_2012Metric",43.750000,27.500000,180.000000,top
"C75","1u","C_0805_2012Metric",43.750000,24.750000,180.000000,top
"C76","1u","C_0805_2012Metric",48.000000,26.000000,0.000000,top
"C77","100p","C_0805_2012Metric",43.750000,22.250000,0.000000,top
"C78","22n","C_1206_3216Metric",249.250000,6.750000,90.000000,top
"C79","100n","C_0805_2012Metric",152.250000,16.750000,90.000000,top
"C80","100n","C_0805_2012Metric",152.250000,25.050000,90.000000,top
"C81","100n","C_0805_2012Metric",152.250000,33.350000,90.000000,top
"C82","100n","C_0805_2012Metric",152.250000,41.450000,90.000000,top
"C83","100n","C_0805_2012Metric",152.250000,49.650000,90.000000,top
"C84","100n","C_0805_2012Metric",152.250000,57.850000,90.000000,top
"C85","100n","C_0805_2012Metric",154.950000,64.150000,270.000000,top
"C86","100n","C_0805_2012Metric",152.250000,20.850000,90.000000,top
"C87","100n","C_0805_2012Metric",152.250000,29.250000,90.000000,top
"C88","100n","C_0805_2012Metric",152.250000,37.350000,90.000000,top
"C89","100n","C_0805_2012Metric",152.250000,45.500000,90.000000,top
"C90","100n","C_0805_2012Metric",152.250000,53.750000,90.000000,top
"C91","100n","C_0805_2012Metric",152.250000,61.950000,90.000000,top
"C92","22n","C_1206_3216Metric",252.250000,6.750000,90.000000,top
"C93","100p","C_0805_2012Metric",246.250000,21.700000,180.000000,top
"C94","100n","C_0805_2012Metric",141.000000,17.250000,180.000000,top
"C95","22n","C_1206_3216Metric",322.000000,8.500000,90.000000,top
"C96","22n","C_1206_3216Metric",325.000000,8.500000,90.000000,top
"C97","100n","C_0805_2012Metric",123.250000,29.000000,90.000000,top
"C98","1u","C_0805_2012Metric",129.000000,29.000000,270.000000,top
"C99","1u","C_0805_2012Metric",131.800000,31.000000,0.000000,top
"C100","1u","C_0805_2012Metric",132.000000,27.500000,270.000000,top
"C101","1u","C_0805_2012Metric",131.500000,68.250000,90.000000,top
"C102","1u","C_0805_2012Metric",131.500000,64.250000,90.000000,top
"C103","100p","C_0805_2012Metric",317.050000,23.000000,180.000000,top
"C104","100n","C_0805_2012Metric",295.500000,44.520000,270.000000,top
"C105","100n","C_0805_2012Metric",295.550000,36.270000,270.000000,top
"C106","100n","C_0805_2012Metric",295.550000,28.020000,270.000000,top
"C107","100n","C_0805_2012Metric",265.420000,56.660000,180.000000,top
"C108","100n","C_0805_2012Metric",257.170000,56.660000,180.000000,top
"C109","100n","C_0805_2012Metric",249.170000,56.660000,180.000000,top
"C110","100n","C_0805_2012Metric",244.920000,53.910000,0.000000,top
"C111","100n","C_0805_2012Metric",295.500000,40.520000,270.000000,top
"C112","100n","C_0805_2012Metric",295.550000,32.270000,270.000000,top
"C113","100n","C_0805_2012Metric",295.550000,23.770000,270.000000,top
"C114","100n","C_0805_2012Metric",261.170000,56.660000,180.000000,top
"C115","100n","C_0805_2012Metric",253.170000,56.660000,180.000000,top
"C116","100n","C_0805_2012Metric",244.920000,56.660000,180.000000,top
"C117","100n","C_0805_2012Metric",301.000000,39.500000,90.000000,top
"C118","100n","C_0805_2012Metric",304.000000,41.500000,180.000000,top
"C119","1u","C_0805_2012Metric",303.750000,28.500000,180.000000,top
"C120","1u","C_0805_2012Metric",313.000000,12.250000,270.000000,top
"C121","1u","C_0805_2012Metric",313.000000,16.250000,90.000000,top
"C122","100n","C_0805_2012Metric",228.400000,29.500000,180.000000,top
"C123","100n","C_0805_2012Metric",220.100000,29.500000,180.000000,top
"C124","100n","C_0805_2012Metric",211.850000,29.500000,180.000000,top
"C125","100n","C_0805_2012Metric",203.700000,29.500000,180.000000,top
"C126","100n","C_0805_2012Metric",195.500000,29.500000,180.000000,top
"C127","100n","C_0805_2012Metric",187.200000,29.500000,180.000000,top
"C128","100n","C_0805_2012Metric",181.500000,26.250000,90.000000,top
"C129","100n","C_0805_2012Metric",224.200000,29.500000,180.000000,top
"C130","100n","C_0805_2012Metric",215.950000,29.500000,180.000000,top
"C131","100n","C_0805_2012Metric",207.750000,29.500000,180.000000,top
"C132","100n","C_0805_2012Metric",199.600000,29.500000,180.000000,top
"C133","100n","C_0805_2012Metric",191.400000,29.500000,180.000000,top
"C134","100n","C_0805_2012Metric",183.200000,29.500000,180.000000,top
"C135","100n","C_0805_2012Metric",243.750000,44.000000,0.000000,top
"C136","100n","C_0805_2012Metric",259.500000,31.750000,180.000000,top
"C137","1u","C_0805_2012Metric",256.000000,30.750000,270.000000,top
"C138","1u","C_0805_2012Metric",252.750000,30.000000,0.000000,top
"C139","1u","C_0805_2012Metric",252.750000,33.750000,90.000000,top
"C140","22n","C_1206_3216Metric",256.000000,6.750000,90.000000,top
"C141","22n","C_1206_3216Metric",259.000000,6.750000,90.000000,top
"C142","100p","C_0805_2012Metric",262.000000,21.750000,0.000000,top
"C143","22u","C_1210_3225Metric",139.750000,106.000000,270.000000,top
"C144","1u","C_0805_2012Metric",143.750000,117.750000,270.000000,top
"C145","22u","C_1210_3225Metric",260.750000,122.500000,180.000000,top
"C146","22u","C_1210_3225Metric",296.500000,56.250000,0.000000,top
"C147","1u","C_0805_2012Metric",317.750000,44.250000,180.000000,top
"C148","22n","C_1206_3216Metric",333.500000,33.500000,180.000000,top
"C149","100n","C_0805_2012Metric",317.750000,37.750000,0.000000,top
"C150","22n","C_1206_3216Metric",339.750000,33.500000,180.000000,top
"C151","68n","C_1206_3216Metric",342.750000,42.000000,90.000000,top
"C152","22n","C_1206_3216Metric",339.750000,42.000000,90.000000,top
"C153","DNP","C_1206_3216Metric",336.750000,42.000000,90.000000,top
"C154","DNP","C_1206_3216Metric",333.750000,42.000000,90.000000,top
"C155","1u","C_0805_2012Metric",131.500000,60.250000,270.000000,top
"C156","1u","C_0805_2012Metric",126.500000,68.250000,90.000000,top
"C157","1u","C_0805_2012Metric",126.500000,64.250000,90.000000,top
"C158","1u","C_0805_2012Metric",126.500000,60.250000,270.000000,top
"C159","100p","C_0805_2012Metric",80.000000,53.000000,90.000000,top
"C160","100p","C_0805_2012Metric",73.500000,53.000000,270.000000,top
"C161","100p","C_0805_2012Metric",116.800000,96.600000,90.000000,top
"C162","100p","C_0805_2012Metric",112.000000,101.400000,270.000000,top
"C163","100p","C_0805_2012Metric",129.800000,54.400000,0.000000,top
"C164","1u","C_0805_2012Metric",125.500000,87.750000,90.000000,top
"C165","100n","C_0805_2012Metric",290.500000,132.500000,90.000000,top
"C166","1u","C_0805_2012Metric",124.750000,83.750000,270.000000,top
"C167","1u","C_0805_2012Metric",123.500000,79.750000,90.000000,top
"C168","1u","C_0805_2012Metric",123.500000,75.750000,270.000000,top
"C169","100n","C_0805_2012Metric",108.000000,61.250000,180.000000,top
"C170","100n","C_0805_2012Metric",121.000000,107.750000,180.000000,top
"C171","100n","C_0805_2012Metric",133.000000,97.500000,90.000000,top
"C172","100p","C_0805_2012Metric",126.750000,98.750000,180.000000,top
"C173","DNP","C_0805_2012Metric",5.500000,120.500000,0.000000,top
"C174","DNP","C_0805_2012Metric",39.750000,24.000000,180.000000,top
"C175","DNP","C_0805_2012Metric",149.250000,14.750000,90.000000,top
"C177","DNP","C_0805_2012Metric",258.750000,24.000000,90.000000,top
"D1","LED","LED_0805_2012Metric_Castellated",85.500000,154.250000,270.000000,top
"D2","LED","LED_0805_2012Metric_Castellated",89.500000,154.250000,270.000000,top
"D3","LED","LED_0805_2012Metric_Castellated",93.500000,154.250000,270.000000,top
"D4","LED","LED_0805_2012Metric_Castellated",109.500000,154.250000,270.000000,top
"D5","D_Zener_ALT","D_SOD-123",289.520000,127.550000,90.000000,top
"D6","Q_TRIAC_A1A2G","TO-252-3_TabPin2",254.200000,144.800000,0.000000,top
"D7","LED","LED_0805_2012Metric_Castellated",6.000000,141.000000,180.000000,top
"D8","LED","LED_0805_2012Metric_Castellated",62.250000,24.250000,0.000000,top
"D9","LED","LED_0805_2012Metric_Castellated",128.750000,17.250000,270.000000,top
"D10","LED","LED_0805_2012Metric_Castellated",307.750000,8.500000,0.000000,top
"D11","1N4148W","D_SOD-123",185.600000,127.800000,0.000000,top
"D12","1N4148W","D_SOD-123",185.600000,124.800000,0.000000,top
"D13","1N4148W","D_SOD-123",260.750000,119.000000,180.000000,top
"D14","LED","LED_0805_2012Metric_Castellated",229.787500,155.000000,180.000000,top
"D15","LED","LED_0805_2012Metric_Castellated",293.400000,142.137500,270.000000,top
"D16","1N4148W","D_SOD-123",148.000000,105.250000,90.000000,top
"D17","LED","LED_0805_2012Metric_Castellated",256.250000,43.212500,90.000000,top
"D18","D","D_SMA",344.750000,155.000000,180.000000,top
"L1","4.7u","L_TDK_SLF7045",305.950000,125.750000,90.000000,top
"L2","1u","L_0805_2012Metric",302.250000,57.000000,180.000000,top
"L3","1u","L_0805_2012Metric",302.250000,54.000000,0.000000,top
"Q1","Q_NMOS_GSD","SOT-23",109.000000,147.250000,270.000000,top
"Q2","Q_NMOS_GSD","SOT-23",92.000000,132.250000,90.000000,top
"Q3","Q_NMOS_GSD","SOT-23",113.250000,75.000000,0.000000,top
"Q4","Q_NMOS_GSD","SOT-23",117.500000,57.500000,180.000000,top
"Q5","Q_NMOS_GSD","SOT-23",198.000000,127.500000,270.000000,top
"Q6","Q_NMOS_GSD","SOT-23",191.200000,127.300000,90.000000,top
"Q7","Q_NMOS_GSD","SOT-23",255.750000,120.500000,0.000000,top
"Q8","Q_PMOS_GSD","SOT-23",68.000000,130.500000,0.000000,top
"Q9","Q_PMOS_GSD","SOT-23",52.500000,131.500000,0.000000,top
"Q10","Q_PMOS_GSD","SOT-23",68.000000,134.500000,0.000000,top
"Q11","Q_PMOS_GSD","SOT-23",52.500000,136.500000,0.000000,top
"Q12","Q_PMOS_GSD","SOT-23",68.000000,138.500000,0.000000,top
"Q13","Q_PMOS_GSD","SOT-23",52.500000,141.500000,0.000000,top
"Q14","Q_PMOS_GSD","SOT-23",68.100000,142.550000,0.000000,top
"Q15","Q_PMOS_GSD","SOT-23",52.500000,146.500000,0.000000,top
"Q16","Q_PMOS_GSD","SOT-23",68.000000,146.500000,0.000000,top
"Q17","Q_PMOS_GSD","SOT-23",52.500000,151.500000,0.000000,top
"Q18","Q_PMOS_GSD","SOT-23",68.000000,150.500000,0.000000,top
"Q19","Q_PMOS_GSD","SOT-23",68.000000,154.500000,0.000000,top
"Q20","Q_NPN_BCEC","SOT-223",8.000000,131.500000,270.000000,top
"Q21","Q_PMOS_GSD","SOT-23",83.350000,12.550000,0.000000,top
"Q22","Q_PMOS_GSD","SOT-23",83.350000,16.550000,0.000000,top
"Q23","Q_PMOS_GSD","SOT-23",83.350000,20.750000,0.000000,top
"Q24","Q_PMOS_GSD","SOT-23",83.350000,24.850000,0.000000,top
"Q25","Q_PMOS_GSD","SOT-23",83.350000,28.950000,0.000000,top
"Q26","Q_PMOS_GSD","SOT-23",83.350000,33.050000,0.000000,top
"Q27","Q_PMOS_GSD","SOT-23",27.550000,54.850000,180.000000,top
"Q28","Q_PMOS_GSD","SOT-23",27.550000,50.750000,180.000000,top
"Q29","Q_PMOS_GSD","SOT-23",27.550000,46.650000,180.000000,top
"Q30","Q_PMOS_GSD","SOT-23",27.550000,42.550000,180.000000,top
"Q31","Q_PMOS_GSD","SOT-23",27.550000,38.450000,180.000000,top
"Q32","Q_PMOS_GSD","SOT-23",27.550000,34.350000,180.000000,top
"Q33","Q_NPN_BCEC","SOT-223",54.750000,21.500000,0.000000,top
"Q34","Q_PMOS_GSD","SOT-23",163.750000,15.950000,0.000000,top
"Q35","Q_PMOS_GSD","SOT-23",163.750000,20.150000,0.000000,top
"Q36","Q_PMOS_GSD","SOT-23",163.750000,24.250000,0.000000,top
"Q37","Q_PMOS_GSD","SOT-23",163.750000,28.350000,0.000000,top
"Q38","Q_PMOS_GSD","SOT-23",163.750000,32.450000,0.000000,top
"Q39","Q_PMOS_GSD","SOT-23",163.750000,36.550000,0.000000,top
"Q40","Q_PMOS_GSD","SOT-23",163.750000,40.650000,0.000000,top
"Q41","Q_PMOS_GSD","SOT-23",163.750000,44.750000,0.000000,top
"Q42","Q_PMOS_GSD","SOT-23",163.750000,48.850000,0.000000,top
"Q43","Q_PMOS_GSD","SOT-23",163.750000,52.950000,0.000000,top
"Q44","Q_PMOS_GSD","SOT-23",163.750000,57.050000,0.000000,top
"Q45","Q_PMOS_GSD","SOT-23",163.750000,61.300000,0.000000,top
"Q46","Q_NPN_BCEC","SOT-223",125.750000,23.500000,180.000000,top
"Q47","Q_PMOS_GSD","SOT-23",284.200000,45.320000,180.000000,top
"Q48","Q_PMOS_GSD","SOT-23",284.200000,41.220000,180.000000,top
"Q49","Q_PMOS_GSD","SOT-23",284.200000,37.120000,180.000000,top
"Q50","Q_PMOS_GSD","SOT-23",284.200000,33.020000,180.000000,top
"Q51","Q_PMOS_GSD","SOT-23",284.200000,28.920000,180.000000,top
"Q52","Q_PMOS_GSD","SOT-23",284.200000,24.820000,180.000000,top
"Q53","Q_PMOS_GSD","SOT-23",266.370000,68.010000,90.000000,top
"Q54","Q_PMOS_GSD","SOT-23",262.270000,68.010000,90.000000,top
"Q55","Q_PMOS_GSD","SOT-23",258.170000,68.010000,90.000000,top
"Q56","Q_PMOS_GSD","SOT-23",254.070000,68.010000,90.000000,top
"Q57","Q_PMOS_GSD","SOT-23",249.970000,68.010000,90.000000,top
"Q58","Q_PMOS_GSD","SOT-23",245.870000,68.010000,90.000000,top
"Q59","Q_NPN_BCEC","SOT-223",304.750000,35.250000,90.000000,top
"Q60","Q_PMOS_GSD","SOT-23",229.050000,41.000000,90.000000,top
"Q61","Q_PMOS_GSD","SOT-23",225.000000,41.000000,90.000000,top
"Q62","Q_PMOS_GSD","SOT-23",220.850000,41.000000,90.000000,top
"Q63","Q_PMOS_GSD","SOT-23",216.800000,41.000000,90.000000,top
"Q64","Q_PMOS_GSD","SOT-23",212.650000,41.000000,90.000000,top
"Q65","Q_PMOS_GSD","SOT-23",208.600000,41.000000,90.000000,top
"Q66","Q_PMOS_GSD","SOT-23",204.500000,41.000000,90.000000,top
"Q67","Q_PMOS_GSD","SOT-23",200.350000,41.000000,90.000000,top
"Q68","Q_PMOS_GSD","SOT-23",196.300000,41.000000,90.000000,top
"Q69","Q_PMOS_GSD","SOT-23",192.200000,41.000000,90.000000,top
"Q70","Q_PMOS_GSD","SOT-23",188.100000,41.000000,90.000000,top
"Q71","Q_PMOS_GSD","SOT-23",184.000000,41.000000,90.000000,top
"Q72","Q_NPN_BCEC","SOT-223",259.000000,36.750000,0.000000,top
"Q73","Q_NMOS_GSD","SOT-23",144.750000,104.000000,90.000000,top
"Q74","Q_NMOS_GSD","SOT-23",244.500000,122.250000,0.000000,top
"Q75","Q_PMOS_GSD","SOT-23",235.250000,125.750000,180.000000,top
"Q76","Q_NMOS_GSD","SOT-23",243.750000,126.500000,180.000000,top
"Q77","Q_PMOS_GSD","SOT-23",110.500000,68.750000,270.000000,top
"R1","1k24","R_0805_2012Metric",85.500000,150.250000,270.000000,top
"R2","1k24","R_0805_2012Metric",88.000000,150.250000,270.000000,top
"R3","1k24","R_0805_2012Metric",90.500000,150.250000,270.000000,top
"R4","1k24","R_0805_2012Metric",129.000000,60.250000,270.000000,top
"R5","1k24","R_0805_2012Metric",93.000000,150.250000,270.000000,top
"R6","71k5","R_0805_2012Metric",90.500000,144.250000,270.000000,top
"R7","DNP","R_0805_2012Metric",14.000000,126.250000,180.000000,top
"R8","DNP","R_0805_2012Metric",60.500000,27.500000,270.000000,top
"R9","DNP","R_0805_2012Metric",135.250000,16.500000,270.000000,top
"R10","DNP","R_0805_2012Metric",307.500000,28.500000,0.000000,top
"R11","DNP","R_0805_2012Metric",250.500000,43.750000,90.000000,top
"R12","1k24","R_0805_2012Metric",129.000000,64.250000,90.000000,top
"R13","10k","R_0805_2012Metric",109.000000,150.500000,180.000000,top
"R14","1k24","R_0805_2012Metric",129.000000,68.250000,90.000000,top
"R15","7k32","R_0805_2012Metric",142.750000,101.000000,180.000000,top
"R16","100","R_0805_2012Metric",91.500000,121.250000,180.000000,top
"R17","100","R_0805_2012Metric",111.250000,138.750000,90.000000,top
"R18","10k","R_0805_2012Metric",87.250000,133.500000,180.000000,top
"R19","10k","R_0805_2012Metric",124.000000,68.250000,90.000000,top
"R20","71k5","R_0805_2012Metric",87.250000,141.000000,0.000000,top
"R21","71k5","R_0805_2012Metric",87.250000,146.000000,180.000000,top
"R22","100k","R_0805_2012Metric",104.500000,131.750000,90.000000,top
"R23","100","R_0805_2012Metric",90.500000,136.250000,270.000000,top
"R24","1k24","R_0805_2012Metric",128.750000,87.000000,0.000000,top
"R25","1k24","R_0805_2012Metric",127.250000,83.750000,90.000000,top
"R26","7k32","R_0805_2012Metric",109.750000,75.000000,270.000000,top
"R27","100k","R_0805_2012Metric",87.250000,136.000000,180.000000,top
"R28","1k24","R_0805_2012Metric",129.250000,80.500000,0.000000,top
"R29","768","R_0805_2012Metric",110.500000,72.000000,0.000000,top
"R30","20","R_0805_2012Metric",113.500000,71.000000,90.000000,top
"R31","1k24","R_0805_2012Metric",129.250000,75.500000,0.000000,top
"R32","100k","R_0805_2012Metric",90.500000,140.250000,90.000000,top
"R33","768","R_0805_2012Metric",130.000000,89.750000,270.000000,top
"R34","10k","R_0805_2012Metric",91.250000,96.750000,180.000000,top
"R35","10k","R_0805_2012Metric",123.000000,87.750000,90.000000,top
"R36","10k","R_0805_2012Metric",122.250000,83.750000,270.000000,top
"R37","10k","R_0805_2012Metric",126.000000,79.750000,90.000000,top
"R38","10k","R_0805_2012Metric",126.000000,75.750000,270.000000,top
"R39","7k32","R_0805_2012Metric",120.750000,57.500000,90.000000,top
"R40","DNP","R_0805_2012Metric",108.000000,65.750000,0.000000,top
"R41","DNP","R_0805_2012Metric",108.000000,58.000000,0.000000,top
"R42","7k32","R_0805_2012Metric",106.750000,76.250000,270.000000,top
"R43","1k24","R_0805_2012Metric",104.450000,66.700000,270.000000,top
"R44","1k24","R_0805_2012Metric",104.450000,62.850000,270.000000,top
"R45","1k24","R_0805_2012Metric",104.450000,58.950000,270.000000,top
"R46","1k24","R_0805_2012Metric",104.450000,55.100000,270.000000,top
"R47","7k32","R_0805_2012Metric",132.250000,76.500000,90.000000,top
"R48","10k","R_0805_2012Metric",124.000000,64.250000,90.000000,top
"R49","10k","R_0805_2012Metric",252.250000,120.500000,270.000000,top
"R50","100","R_0805_2012Metric",120.250000,116.250000,90.000000,top
"R51","10k","R_0805_2012Metric",125.250000,116.250000,90.000000,top
