%CSV delimiter: comma,,,,,,,,,
289,1,13,126.25,98.25,90,0.7,0,C172,C_0805/100p
290,1,13,129.3,53.9,90,0.7,0,C163,C_0805/100p
291,1,13,245.75,21.2,90,0.7,0,C093,C_0805/100p
292,1,13,261.5,21.25,90,0.7,0,C142,C_0805/100p
293,1,13,316.55,22.5,90,0.7,0,C103,C_0805/100p
294,1,13,335.25,21,90,0.7,0,C048,C_0805/100p
295,1,4,5.5,124.5,90,0.95,0,C050,C_0805/100n
296,1,4,18.5,128.5,90,0.95,0,C049,C_0805/100n
297,1,4,30.5,127,90,0.95,0,C035,C_0805/100n
298,1,4,34.5,149.5,90,0.95,0,C040,C_0805/100n
299,1,4,34.5,127,90,0.95,0,C042,C_0805/100n
300,1,4,34.5,147,90,0.95,0,C046,C_0805/100n
301,1,4,34.5,152,90,0.95,0,C047,C_0805/100n
302,1,4,34.55,129.5,90,0.95,0,C036,C_0805/100n
303,1,4,34.55,134.5,90,0.95,0,C037,C_0805/100n
304,1,4,34.55,139.5,90,0.95,0,C038,C_0805/100n
305,1,4,34.55,144.5,90,0.95,0,C039,C_0805/100n
306,1,4,34.55,132,90,0.95,0,C043,C_0805/100n
307,1,4,34.55,137,90,0.95,0,C044,C_0805/100n
308,1,4,34.55,142,90,0.95,0,C045,C_0805/100n
309,1,4,38.55,53.75,0,0.95,0,C060,C_0805/100n
310,1,4,38.55,45.55,0,0.95,0,C061,C_0805/100n
311,1,4,38.55,37.35,0,0.95,0,C062,C_0805/100n
312,1,4,38.55,49.65,0,0.95,0,C067,C_0805/100n
313,1,4,38.55,41.45,0,0.95,0,C068,C_0805/100n
314,1,4,38.55,33.05,0,0.95,0,C069,C_0805/100n
315,1,4,38.75,154.5,90,0.95,0,C041,C_0805/100n
316,1,4,39.25,29.5,90,0.95,0,C063,C_0805/100n
317,1,4,46.75,21.75,0,0.95,0,C073,C_0805/100n
318,1,4,57.5,32.75,0,0.95,0,C070,C_0805/100n
319,1,4,71.35,12.75,0,0.95,0,C057,C_0805/100n
320,1,4,71.35,21.15,0,0.95,0,C058,C_0805/100n
321,1,4,71.35,29.25,0,0.95,0,C059,C_0805/100n
322,1,4,71.35,17.15,0,0.95,0,C064,C_0805/100n
323,1,4,71.35,25.15,0,0.95,0,C065,C_0805/100n
324,1,4,71.35,33.35,0,0.95,0,C066,C_0805/100n
325,1,4,86.75,138,90,0.95,0,C010,C_0805/100n
326,1,4,86.75,143,90,0.95,0,C004,C_0805/100n
327,1,4,90.25,117.5,0,0.95,0,C003,C_0805/100n
328,1,4,99,60.75,90,0.95,0,C016,C_0805/100n
329,1,4,100.5,69,90,0.95,0,C015,C_0805/100n
330,1,4,107.5,60.75,90,0.95,0,C169,C_0805/100n
331,1,4,120.5,107.25,90,0.95,0,C170,C_0805/100n
332,1,4,122.75,28.5,0,0.95,0,C097,C_0805/100n
333,1,4,124.5,111.75,0,0.95,0,C029,C_0805/100n
334,1,4,126,94.25,90,0.95,0,C034,C_0805/100n
335,1,4,128.75,108,0,0.95,0,C022,C_0805/100n
336,1,4,132.5,97,0,0.95,0,C171,C_0805/100n
337,1,4,140.5,16.75,90,0.95,0,C094,C_0805/100n
338,1,4,151.75,16.25,0,0.95,0,C079,C_0805/100n
339,1,4,151.75,24.55,0,0.95,0,C080,C_0805/100n
340,1,4,151.75,32.85,0,0.95,0,C081,C_0805/100n
341,1,4,151.75,40.95,0,0.95,0,C082,C_0805/100n
342,1,4,151.75,49.15,0,0.95,0,C083,C_0805/100n
343,1,4,151.75,57.35,0,0.95,0,C084,C_0805/100n
344,1,4,151.75,20.35,0,0.95,0,C086,C_0805/100n
345,1,4,151.75,28.75,0,0.95,0,C087,C_0805/100n
346,1,4,151.75,36.85,0,0.95,0,C088,C_0805/100n
347,1,4,151.75,45,0,0.95,0,C089,C_0805/100n
348,1,4,151.75,53.25,0,0.95,0,C090,C_0805/100n
349,1,4,151.75,61.45,0,0.95,0,C091,C_0805/100n
350,1,4,154.45,63.65,0,0.95,0,C085,C_0805/100n
351,1,4,181,25.75,0,0.95,0,C128,C_0805/100n
352,1,4,182.7,29,90,0.95,0,C134,C_0805/100n
353,1,4,186.7,29,90,0.95,0,C127,C_0805/100n
354,1,4,190.9,29,90,0.95,0,C133,C_0805/100n
355,1,4,195,29,90,0.95,0,C126,C_0805/100n
356,1,4,199.1,29,90,0.95,0,C132,C_0805/100n
357,1,4,203.2,29,90,0.95,0,C125,C_0805/100n
358,1,4,207.25,29,90,0.95,0,C131,C_0805/100n
359,1,4,211.35,29,90,0.95,0,C124,C_0805/100n
360,1,4,215.45,29,90,0.95,0,C130,C_0805/100n
361,1,4,219.6,29,90,0.95,0,C123,C_0805/100n
362,1,4,223.7,29,90,0.95,0,C129,C_0805/100n
363,1,4,227.9,29,90,0.95,0,C122,C_0805/100n
364,1,4,243.25,43.5,90,0.95,0,C135,C_0805/100n
365,1,4,244.42,53.41,90,0.95,0,C110,C_0805/100n
366,1,4,244.42,56.16,90,0.95,0,C116,C_0805/100n
367,1,4,248.67,56.16,90,0.95,0,C109,C_0805/100n
368,1,4,252.67,56.16,90,0.95,0,C115,C_0805/100n
369,1,4,256.67,56.16,90,0.95,0,C108,C_0805/100n
370,1,4,259,31.25,90,0.95,0,C136,C_0805/100n
371,1,4,260.67,56.16,90,0.95,0,C114,C_0805/100n
372,1,4,264.92,56.16,90,0.95,0,C107,C_0805/100n
373,1,4,290,132,0,0.95,0,C165,C_0805/100n
374,1,4,295,44.02,0,0.95,0,C104,C_0805/100n
375,1,4,295,40.02,0,0.95,0,C111,C_0805/100n
376,1,4,295.05,35.77,0,0.95,0,C105,C_0805/100n
377,1,4,295.05,27.52,0,0.95,0,C106,C_0805/100n
378,1,4,295.05,31.77,0,0.95,0,C112,C_0805/100n
379,1,4,295.05,23.27,0,0.95,0,C113,C_0805/100n
380,1,4,300.5,39,0,0.95,0,C117,C_0805/100n
381,1,4,303.5,41,90,0.95,0,C118,C_0805/100n
382,1,4,307.17,131,90,0.95,0,C014,C_0805/100n
383,1,4,317.25,37.25,90,0.95,0,C149,C_0805/100n
384,1,6,147.5,104.75,170,1,0,D16,SOD-123/1N4148W
385,1,6,185.1,127.3,90,1,0,D11,SOD-123/1N4148W
386,1,6,185.1,124.3,90,1,0,D12,SOD-123/1N4148W
387,1,6,260.25,118.5,-90,1,0,D13,SOD-123/1N4148W
388,1,21,29,29.5,90,1.25,0,TH2,R_0805/Therm
389,1,21,78.25,154,0,1.25,0,TH1,R_0805/Therm
390,1,21,174.1,15.3,90,1.25,0,TH3,R_0805/Therm
391,1,21,234.75,43,0,1.25,0,TH5,R_0805/Therm
392,1,21,278.1,47.8,90,1.25,0,TH4,R_0805/Therm
393,1,7,29,6.5,0,1.5,0,C056,C_1206/22n
394,1,7,32,6.5,0,1.5,0,C055,C_1206/22n
395,1,7,35.5,6.5,0,1.5,0,C071,C_1206/22n
396,1,7,38.5,6.5,0,1.5,0,C072,C_1206/22n
397,1,7,248.75,6.25,0,1.5,0,C078,C_1206/22n
398,1,7,249.75,153.28,0,1.5,0,C033,C_1206/22n
399,1,7,251.75,6.25,0,1.5,0,C092,C_1206/22n
400,1,7,255.5,6.25,0,1.5,0,C140,C_1206/22n
401,1,7,258.5,6.25,0,1.5,0,C141,C_1206/22n
402,1,7,321.5,8,0,1.5,0,C095,C_1206/22n
403,1,7,324.5,8,0,1.5,0,C096,C_1206/22n
404,1,7,333,33,90,1.5,0,C148,C_1206/22n
405,1,7,339.25,33,90,1.5,0,C150,C_1206/22n
406,1,7,339.25,41.5,0,1.5,0,C152,C_1206/22n
407,1,17,139.25,105.5,0,2.7,0,C143,C_1210/22u
408,1,17,265,119.53,0,2.7,0,C026,C_1210/22u
409,1,17,292.39,127.02,0,2.7,0,C017,C_1210/22u
410,1,17,296,55.75,90,2.7,0,C146,C_1210/22u
411,1,17,296.13,127.03,0,2.7,0,C019,C_1210/22u
412,1,17,297.3,132.15,0,2.7,0,C008,C_1210/22u
413,1,17,299.66,127.06,0,2.7,0,C018,C_1210/22u
414,1,17,305.75,55,0,2.7,0,C023,C_1210/22u
415,1,17,316.75,40.5,90,2.7,0,C025,C_1210/22u
416,2,22,21.65,54.35,90,0.7,0,R138,R_2010/75R
417,2,22,21.65,50.25,90,0.7,0,R139,R_2010/75R
418,2,22,21.65,46.15,90,0.7,0,R140,R_2010/75R
419,2,22,21.65,42.05,90,0.7,0,R141,R_2010/75R
420,2,22,21.65,37.95,90,0.7,0,R142,R_2010/75R
421,2,22,21.65,33.85,90,0.7,0,R143,R_2010/75R
422,2,22,58,131,90,0.7,0,R084,R_2010/75R
423,2,22,58,136,90,0.7,0,R086,R_2010/75R
424,2,22,58,141,90,0.7,0,R088,R_2010/75R
425,2,22,58,146,90,0.7,0,R090,R_2010/75R
426,2,22,58,151,90,0.7,0,R092,R_2010/75R
427,2,22,73.5,130,90,0.7,0,R083,R_2010/75R
428,2,22,73.5,134,90,0.7,0,R085,R_2010/75R
429,2,22,73.5,138,90,0.7,0,R087,R_2010/75R
430,2,22,73.5,146,90,0.7,0,R091,R_2010/75R
431,2,22,73.5,150,90,0.7,0,R093,R_2010/75R
432,2,22,73.5,154,90,0.7,0,R094,R_2010/75R
433,2,22,73.6,142.05,90,0.7,0,R089,R_2010/75R
434,2,22,88.25,12.05,90,0.7,0,R132,R_2010/75R
435,2,22,88.25,16.15,90,0.7,0,R133,R_2010/75R
436,2,22,88.25,20.25,90,0.7,0,R134,R_2010/75R
437,2,22,88.25,24.35,90,0.7,0,R135,R_2010/75R
438,2,22,88.25,28.45,90,0.7,0,R136,R_2010/75R
439,2,22,88.25,32.55,90,0.7,0,R137,R_2010/75R
440,2,22,167.25,62.5,0,0.7,0,R188,R_2010/75R
441,2,22,168.65,15.45,90,0.7,0,R177,R_2010/75R
442,2,22,168.65,19.65,90,0.7,0,R178,R_2010/75R
443,2,22,168.65,23.75,90,0.7,0,R179,R_2010/75R
444,2,22,168.65,27.85,90,0.7,0,R180,R_2010/75R
445,2,22,168.65,31.95,90,0.7,0,R181,R_2010/75R
446,2,22,168.65,36.05,90,0.7,0,R182,R_2010/75R
447,2,22,168.65,40.15,90,0.7,0,R183,R_2010/75R
448,2,22,168.65,44.25,90,0.7,0,R184,R_2010/75R
449,2,22,168.65,48.35,90,0.7,0,R185,R_2010/75R
450,2,22,168.65,52.45,90,0.7,0,R186,R_2010/75R
451,2,22,168.65,56.55,90,0.7,0,R187,R_2010/75R
452,2,22,183.5,45.9,0,0.7,0,R277,R_2010/75R
453,2,22,187.6,45.9,0,0.7,0,R276,R_2010/75R
454,2,22,191.7,45.9,0,0.7,0,R275,R_2010/75R
455,2,22,195.8,45.9,0,0.7,0,R274,R_2010/75R
456,2,22,199.9,45.9,0,0.7,0,R273,R_2010/75R
457,2,22,204,45.9,0,0.7,0,R272,R_2010/75R
458,2,22,208.1,45.9,0,0.7,0,R271,R_2010/75R
459,2,22,212.2,45.9,0,0.7,0,R270,R_2010/75R
460,2,22,216.3,45.9,0,0.7,0,R269,R_2010/75R
461,2,22,220.4,45.9,0,0.7,0,R268,R_2010/75R
462,2,22,224.5,45.9,0,0.7,0,R064,R_2010/75R
463,2,22,228.6,45.9,0,0.7,0,R062,R_2010/75R
464,2,22,245.37,72.91,0,0.7,0,R236,R_2010/75R
465,2,22,249.47,72.91,0,0.7,0,R235,R_2010/75R
466,2,22,253.57,72.91,0,0.7,0,R234,R_2010/75R
467,2,22,254.56,154,90,0.7,0,R073,R_2010/75R
468,2,22,257.67,72.91,0,0.7,0,R233,R_2010/75R
469,2,22,261.77,72.91,0,0.7,0,R232,R_2010/75R
470,2,22,265.87,72.91,0,0.7,0,R231,R_2010/75R
471,2,22,278.3,44.82,90,0.7,0,R225,R_2010/75R
472,2,22,278.3,40.72,90,0.7,0,R226,R_2010/75R
473,2,22,278.3,36.62,90,0.7,0,R227,R_2010/75R
474,2,22,278.3,32.52,90,0.7,0,R228,R_2010/75R
475,2,22,278.3,28.42,90,0.7,0,R229,R_2010/75R
476,2,22,278.3,24.32,90,0.7,0,R230,R_2010/75R
477,1,19,5.5,140.5,-90,0.9,0,D07,LED_0805
478,1,19,61.75,23.75,90,0.9,0,D08,LED_0805
479,1,19,85,153.75,0,0.9,0,D01,LED_0805
480,1,19,89,153.75,0,0.9,0,D02,LED_0805
481,1,19,93,153.75,0,0.9,0,D03,LED_0805
482,1,19,109,153.75,0,0.9,0,D04,LED_0805
483,1,19,128.25,16.75,0,0.9,0,D09,LED_0805
484,1,19,229.29,154.5,-90,0.9,0,D14,LED_0805
485,1,19,255.75,42.71,170,0.9,0,D17,LED_0805
486,1,19,292.9,141.64,0,0.9,0,D15,LED_0805
487,1,19,307.25,8,90,0.9,0,D10,LED_0805
488,1,15,10,139.5,0,1.35,0,C053,C_0805/1u
489,1,15,10.5,142.75,90,1.35,0,C051,C_0805/1u
490,1,15,13.5,138.75,0,1.35,0,C054,C_0805/1u
491,1,15,43.25,27,90,1.35,0,C074,C_0805/1u
492,1,15,43.25,24.25,90,1.35,0,C075,C_0805/1u
493,1,15,47.5,25.5,90,1.35,0,C076,C_0805/1u
494,1,15,90.75,93.75,90,1.35,0,C013,C_0805/1u
495,1,15,123,79.25,0,1.35,0,C167,C_0805/1u
496,1,15,123,75.25,0,1.35,0,C168,C_0805/1u
497,1,15,123.75,141,0,1.35,0,C002,C_0805/1u
498,1,15,124.25,83.25,0,1.35,0,C166,C_0805/1u
499,1,15,125,87.25,0,1.35,0,C164,C_0805/1u
500,1,15,126,67.75,0,1.35,0,C156,C_0805/1u
501,1,15,126,63.75,0,1.35,0,C157,C_0805/1u
502,1,15,126,59.75,0,1.35,0,C158,C_0805/1u
503,1,15,128.5,28.5,0,1.35,0,C098,C_0805/1u
504,1,15,128.75,77.5,90,1.35,0,C009,C_0805/1u
505,1,15,129.25,83.25,0,1.35,0,C006,C_0805/1u
506,1,15,131,67.75,0,1.35,0,C101,C_0805/1u
507,1,15,131,63.75,0,1.35,0,C102,C_0805/1u
508,1,15,131,59.75,0,1.35,0,C155,C_0805/1u
509,1,15,131.3,30.5,90,1.35,0,C099,C_0805/1u
510,1,15,131.5,27,0,1.35,0,C100,C_0805/1u
511,1,15,131.75,89.25,0,1.35,0,C012,C_0805/1u
512,1,15,131.75,85.45,0,1.35,0,C005,C_0805/1u
513,1,15,131.75,80.25,0,1.35,0,C007,C_0805/1u
514,1,15,132.5,105.25,0,1.35,0,C001,C_0805/1u
515,1,15,143.25,117.25,0,1.35,0,C144,C_0805/1u
516,1,15,227.25,129,90,1.35,0,C021,C_0805/1u
517,1,15,252.25,29.5,90,1.35,0,C138,C_0805/1u
518,1,15,252.25,33.25,0,1.35,0,C139,C_0805/1u
519,1,15,255.5,30.25,0,1.35,0,C137,C_0805/1u
520,1,15,284.15,152.15,90,1.35,0,C024,C_0805/1u
521,1,15,300.25,131.56,0,1.35,0,C011,C_0805/1u
522,1,15,303.25,28,90,1.35,0,C119,C_0805/1u
523,1,15,312.5,11.75,0,1.35,0,C120,C_0805/1u
524,1,15,312.5,15.75,0,1.35,0,C121,C_0805/1u
525,1,15,317.25,43.75,90,1.35,0,C147,C_0805/1u
526,1,15,260.75,123,90,1.35,0,C145a,C_0805/1u
527,1,15,260.75,121,90,1.35,0,C145b,C_0805/1u
528,1,20,91.5,131.75,0,0.8,0,Q02,SOT-23/NMOS
529,1,20,108.5,146.75,170,0.8,0,Q01,SOT-23/NMOS
530,1,20,112.75,74.5,-90,0.8,0,Q03,SOT-23/NMOS
531,1,20,117,57,90,0.8,0,Q04,SOT-23/NMOS
532,1,20,144.25,103.5,0,0.8,0,Q73,SOT-23/NMOS
533,1,20,190.7,126.8,0,0.8,0,Q06,SOT-23/NMOS
534,1,20,197.5,127,170,0.8,0,Q05,SOT-23/NMOS
535,1,20,243.25,126,90,0.8,0,Q76,SOT-23/NMOS
536,1,20,244,121.75,-90,0.8,0,Q74,SOT-23/NMOS
537,1,20,255.25,120,-90,0.8,0,Q07,SOT-23/NMOS
538,1,14,27.05,54.35,90,1.1,0,Q27,SOT-23/PMOS
539,1,14,27.05,50.25,90,1.1,0,Q28,SOT-23/PMOS
540,1,14,27.05,46.15,90,1.1,0,Q29,SOT-23/PMOS
541,1,14,27.05,42.05,90,1.1,0,Q30,SOT-23/PMOS
542,1,14,27.05,37.95,90,1.1,0,Q31,SOT-23/PMOS
543,1,14,27.05,33.85,90,1.1,0,Q32,SOT-23/PMOS
544,1,14,52,136,-90,1.1,0,Q11,SOT-23/PMOS
545,1,14,52,141,-90,1.1,0,Q13,SOT-23/PMOS
546,1,14,52,146,-90,1.1,0,Q15,SOT-23/PMOS
547,1,14,52,151,-90,1.1,0,Q17,SOT-23/PMOS
548,1,14,52,131,-90,1.1,0,Q09,SOT-23/PMOS
549,1,14,67.5,134,-90,1.1,0,Q10,SOT-23/PMOS
550,1,14,67.5,138,-90,1.1,0,Q12,SOT-23/PMOS
551,1,14,67.5,146,-90,1.1,0,Q16,SOT-23/PMOS
552,1,14,67.5,150,-90,1.1,0,Q18,SOT-23/PMOS
553,1,14,67.5,154,-90,1.1,0,Q19,SOT-23/PMOS
554,1,14,67.5,130,-90,1.1,0,Q08,SOT-23/PMOS
555,1,14,67.6,142.05,-90,1.1,0,Q14,SOT-23/PMOS
556,1,14,82.85,12.05,-90,1.1,0,Q21,SOT-23/PMOS
557,1,14,82.85,16.05,-90,1.1,0,Q22,SOT-23/PMOS
558,1,14,82.85,20.25,-90,1.1,0,Q23,SOT-23/PMOS
559,1,14,82.85,24.35,-90,1.1,0,Q24,SOT-23/PMOS
560,1,14,82.85,28.45,-90,1.1,0,Q25,SOT-23/PMOS
561,1,14,82.85,32.55,-90,1.1,0,Q26,SOT-23/PMOS
562,1,14,110,68.25,170,1.1,0,Q77,SOT-23/PMOS
563,1,14,163.25,15.45,-90,1.1,0,Q34,SOT-23/PMOS
564,1,14,163.25,19.65,-90,1.1,0,Q35,SOT-23/PMOS
565,1,14,163.25,23.75,-90,1.1,0,Q36,SOT-23/PMOS
566,1,14,163.25,27.85,-90,1.1,0,Q37,SOT-23/PMOS
567,1,14,163.25,31.95,-90,1.1,0,Q38,SOT-23/PMOS
568,1,14,163.25,36.05,-90,1.1,0,Q39,SOT-23/PMOS
569,1,14,163.25,40.15,-90,1.1,0,Q40,SOT-23/PMOS
570,1,14,163.25,44.25,-90,1.1,0,Q41,SOT-23/PMOS
571,1,14,163.25,48.35,-90,1.1,0,Q42,SOT-23/PMOS
572,1,14,163.25,52.45,-90,1.1,0,Q43,SOT-23/PMOS
573,1,14,163.25,56.55,-90,1.1,0,Q44,SOT-23/PMOS
574,1,14,163.25,60.8,-90,1.1,0,Q45,SOT-23/PMOS
575,1,14,183.5,40.5,0,1.1,0,Q71,SOT-23/PMOS
576,1,14,187.6,40.5,0,1.1,0,Q70,SOT-23/PMOS
577,1,14,191.7,40.5,0,1.1,0,Q69,SOT-23/PMOS
578,1,14,195.8,40.5,0,1.1,0,Q68,SOT-23/PMOS
579,1,14,199.85,40.5,0,1.1,0,Q67,SOT-23/PMOS
580,1,14,204,40.5,0,1.1,0,Q66,SOT-23/PMOS
581,1,14,208.1,40.5,0,1.1,0,Q65,SOT-23/PMOS
582,1,14,212.15,40.5,0,1.1,0,Q64,SOT-23/PMOS
583,1,14,216.3,40.5,0,1.1,0,Q63,SOT-23/PMOS
584,1,14,220.35,40.5,0,1.1,0,Q62,SOT-23/PMOS
585,1,14,224.5,40.5,0,1.1,0,Q61,SOT-23/PMOS
586,1,14,228.55,40.5,0,1.1,0,Q60,SOT-23/PMOS
587,1,14,234.75,125.25,90,1.1,0,Q75,SOT-23/PMOS
588,1,14,245.37,67.51,0,1.1,0,Q58,SOT-23/PMOS
589,1,14,249.47,67.51,0,1.1,0,Q57,SOT-23/PMOS
590,1,14,253.57,67.51,0,1.1,0,Q56,SOT-23/PMOS
591,1,14,257.67,67.51,0,1.1,0,Q55,SOT-23/PMOS
592,1,14,261.77,67.51,0,1.1,0,Q54,SOT-23/PMOS
593,1,14,265.87,67.51,0,1.1,0,Q53,SOT-23/PMOS
594,1,14,283.7,44.82,90,1.1,0,Q47,SOT-23/PMOS
595,1,14,283.7,40.72,90,1.1,0,Q48,SOT-23/PMOS
596,1,14,283.7,36.62,90,1.1,0,Q49,SOT-23/PMOS
597,1,14,283.7,32.52,90,1.1,0,Q50,SOT-23/PMOS
598,1,14,283.7,28.42,90,1.1,0,Q51,SOT-23/PMOS
599,1,14,283.7,24.32,90,1.1,0,Q52,SOT-23/PMOS
%Speed 60 Percent Command,,,,,,,,,
%Command,Speed/10,,,,,,,,
0,6,0,0,0,0,0,0,,
600,2,23,7.5,131,170,1.75,0,Q20,SOT-223/NPN
601,2,23,54.25,21,-90,1.75,0,Q33,SOT-223/NPN
602,2,23,125.25,23,90,1.75,0,Q46,SOT-223/NPN
603,2,23,258.5,36.25,-90,1.75,0,Q72,SOT-223/NPN
604,2,23,304.25,34.75,0,1.75,0,Q59,SOT-223/NPN
605,2,24,344.25,154.5,90,2.2,0,D018,SMA/Diode
%Total part cost to here is 16 USD,,,,,,,,,
606,1,18,124.85,107.85,90,1,0,U004,TSOT-23-5/LT1797
607,1,16,303.37,132.59,170,1,1,U001,TSOT-23-6/AP63205Buck
608,2,25,119,98.75,0,1.1,1,U010,MSOP-16/LTC6820
609,2,0,24.5,131.35,90,2,1,U011,SSOP-48/LTC6804-2
610,2,0,54.75,36.75,0,2,1,U012,SSOP-48/LTC6804-2
611,2,0,141.75,19.75,90,2,1,U013,SSOP-48/LTC6804-2
612,2,0,242,40.45,-90,2,1,U015,SSOP-48/LTC6804-2
613,2,0,303,23.01,-90,2,1,U014,SSOP-48/LTC6804-2
%Hand Placed Parts,,,,,,,,,
614,1,0,301.75,56.5,90,1,1,L002,L_0805/1uH
615,1,0,301.75,53.5,90,1,1,L003,L_0805/1uH
616,1,0,319.5,135.25,0,1.9,1,C031,C_1206/68n
617,1,0,339.5,41.5,0,1.9,1,C151,C_1206/68n
618,1,0,289.02,127.05,170,1.25,1,D005,SOD-123/Zener
619,1,0,5,120,90,0.8,1,C173,C_0805/DNP
620,1,0,5,117.5,90,0.8,1,R338,R_0805/DNP
621,1,0,13.5,125.75,90,0.8,1,R007,R_0805/DNP
622,1,0,35.25,23.5,90,0.8,1,R345,R_0805/DNP
623,1,0,39.25,23.5,90,0.8,1,C174,C_0805/DNP
624,1,0,60,27,0,0.8,1,R008,R_0805/DNP
625,1,0,106.75,68.5,0,0.8,1,R358,R_0805/DNP
626,1,0,107.5,63,90,0.8,1,R328,R_0805/DNP
627,1,0,107.5,55.25,90,0.8,1,R329,R_0805/DNP
628,1,0,107.5,65.25,90,0.8,1,R040,R_0805/DNP
629,1,0,107.5,57.5,90,0.8,1,R041,R_0805/DNP
630,1,0,134.75,16,0,0.8,1,R009,R_0805/DNP
631,1,0,146.25,14.16,0,0.8,1,R348,R_0805/DNP
632,1,0,148.75,14.25,0,0.8,1,C175,C_0805/DNP
633,1,0,250,43.25,0,0.8,1,R011,R_0805/DNP
634,1,0,253.73,150.75,90,0.8,1,C032,C_1206/DNP
635,1,0,255.5,23.5,0,0.8,1,R357,R_0805/DNP
636,1,0,258.25,23.5,0,0.8,1,C177,C_0805/DNP
637,2,0,260.1,152.39,0,0.8,1,R076,R_2010/DNP
638,1,0,307,28,90,0.8,1,R010,R_0805/DNP
639,1,0,333.25,41.5,0,0.8,1,C154,C_1206/DNP
640,1,0,336.25,41.5,0,0.8,1,C153,C_1206/DNP
641,2,0,98.25,64.5,0,1.75,1,U002,SOIC-8/LT1487
642,2,0,98.25,56.75,0,1.75,1,U003,SOIC-8/LT1487
